"http://accu.org/index.php
",accu
"http://ae.tutsplus.com
","com
"
"http://agilezen.com
","com
"
"http://ajaxian.com/
",ajaxian
"http://answers.mapr.com/questions/2257/what
",mapr
"http://aperiodic.net/phil/scala/s
",aperiodic
"http://api.jquery.com/category/plugins/templates/
",jquery
"http://api.jquery.com/keypress/
",jquery
"http://api-sandbox.oanda.com/
",oanda
"http://api.twitter.com/1/statuses/user_timeline.json
",twitter
"http://api.twitter.com/1/statuses/user_timeline.json
",twitter
"http://apress.com/book/view/1430224592
",apress
"http://arin.me/post/40054651676/wtf
",arin
"http://armelnene.blogspot.in/2012/04/primefaces
",blogspot
"http://arshaw.com/fullcalendar/docs/usage/
",arshaw
"http://arshaw.com/fullcalendar/docs/usage/
",arshaw
"http://arxdummies.blogspot.com/
",blogspot
"http://arxdummies.blogspot.com/
",blogspot
"http://asp.net
","net
"
"http://autoglade.sourceforge.net/
",sourceforge
"http://aws.amazon.com/message/65648/
",amazon
"http://bcsy.hostzi.com/BytOS.zip
",hostzi
"http://bcsy.hostzi.com/BytOS.zip
",hostzi
"http://benmatselby.github.io/sublime
",github
"http://beyondsql.blogspot.ro/search/label/dataphor
",blogspot
"http://birdhouse.org/blog/2009/06/27/django
",birdhouse
"http://bitbucket.org/justin/webmachine/wiki/Home
",bitbucket
"http://bit.ly
","ly
"
"http://blog.angularjs.org/2012/11/angularjs
",angularjs
"http://blog.angularjs.org/2012/11/angularjs
",angularjs
"http://blog.guykawasaki.com/2006/01/the
",guykawasaki
"http://blog.kismetwireless.net/2012/01/capturing
",kismetwireless
"http://blog.lux-medien.com/2011/08/google
",lux-medien
"http://blog.lux-medien.com/2011/08/google
",lux-medien
"http://blogs.adobe.com/rgalvan/2011/11/adding
",adobe
"http://blogs.adobe.com/rgalvan/2011/11/adding
",adobe
"http://blogs.conchango.com/davidportas/archive/2007/01/08/Distributed
",conchango
"http://blogs.cozi.com/tech/2008/03/transparent
",cozi
"http://blogs.msdn.com/b/adonet/archive/2009/06/16/using
",msdn
"http://blogs.msdn.com/b/brada/archive/2008/09/29/simple
",msdn
"http://blogs.msdn.com/b/brada/archive/2008/09/29/simple
",msdn
"http://blogs.msdn.com/b/coding4fun/archive/2007/03/14/1879033.aspx
",msdn
"http://blogs.msdn.com/b/wenlong/archive/2007/12/04/profiling
",msdn
"http://blogs.msdn.com/endpoint/archive/2009/03/20/what
",msdn
"http://blogs.msdn.com/ericlippert/default.aspx
",msdn
"http://blogs.msdn.com/ericlippert/default.aspx
",msdn
"http://blogs.technet.com/apg/archive/2008/04/05/trueskill
",technet
"http://blog.wekeroad.com/mvc
",wekeroad
"http://blois.us/blog/2009/07/explode.html
",blois
"http://blois.us/blog/2009/07/explode.html
",blois
"http://bluethen.com/wordpress/index.php/processing
",bluethen
"http://books.google.com/books/about/Mastering_regular_expressions.html
",google
"http://books.google.com/books/about/The_C_programming_language.html
",google
"http://brainspl.at/articles/2008/12/23/merb
",brainspl
"http://buc.billeragroup.net/
",billeragroup
"http://caml.inria.fr/
",inria
"http://caml.inria.fr/pub/docs/manual
",inria
"http://caml.inria.fr/pub/docs/manual
",inria
"http://caml.inria.fr/pub/docs/tutorial
",inria
"http://caml.inria.fr/resources/doc/guides/debug.en.html
",inria
"http://cbcg.net/talks/rubyidioms/
",cbcg
"http://ccrp.mvps.org/index.html
",mvps
"http://channel9.msdn.com/Series/Building
",msdn
"http://channel9.msdn.com/Series/C
",msdn
"http://check.sourceforge.net/doc/check.html/index.html
",sourceforge
"http://check.sourceforge.net/doc/check.html/index.html
",sourceforge
"http://chrome.angrybirds.com/
",angrybirds
"http://chrome.angrybirds.com/
",angrybirds
"http://c.learncodethehardway.org/book/ex16.html
",learncodethehardway
"http://cmr.github.io/blog/2013/11/09/these
",github
"http://code.activestate.com/recipes/578148
",activestate
"http://code.google.com/appengine/articles/appengine
",google
"http://code.google.com/intl/et
",google
"http://code.google.com/intl/et
",google
"http://code.google.com/intl/et
",google
"http://code.google.com/intl/et
",google
"http://code.google.com/p/clementine
",google
"http://code.google.com/p/git
",google
"http://code.google.com/p/git
",google
"http://code.google.com/p/iosched/
",google
"http://code.google.com/p/iosched/
",google
"http://code.google.com/p/perlqt4
",google
"http://code.google.com/p/perlqt4
",google
"http://code.google.com/p/perlqt4/source/browse/qtgui/examples/tutorial
",google
"http://code.google.com/p/perlqt4/source/browse/qtgui/examples/tutorial
",google
"http://code.google.com/p/selenium/wiki/AndroidDriver
",google
"http://code.google.com/p/selenium/wiki/AndroidDriver
",google
"http://code.google.com/p/twitcurl/wiki/WikiHowToUseTwitcurlLibrary
",google
"http://code.google.com/p/twitcurl/wiki/WikiHowToUseTwitcurlLibrary
",google
"http://code.google.com/webtoolkit/
",google
"http://codeigniter.com
","com
"
"http://codeigniter.com/user_guide/tutorial/news_section.html
",codeigniter
"http://codereview.stackexchange.com/questions/57045/simple
",stackexchange
"http://codereview.stackexchange.com/questions/57045/simple
",stackexchange
"http://coding-robin.de/2013/07/22/train
",coding-robin
"http://coding-robin.de/2013/07/22/train
",coding-robin
"http://coding.smashingmagazine.com/2013/11/07/an
",smashingmagazine
"http://commons.apache.org/collections/apidocs/
",apache
"http://community.opennetcf.com/articles/cf/archive/2007/09/28/using
",opennetcf
"http://componentspace.com/Products/SAMLv20.aspx
",componentspace
"http://contest.github.com
","com
"
"http://contest.github.com
","com
"
"http://couchdb.apache.org/
",apache
"http://cpp-netlib.org/
",cpp-netlib
"http://cpp-netlib.org/
",cpp-netlib
"http://cran.r-project.org/doc/manuals/r
",r-project
"http://cran.r-project.org/doc/manuals/r
",r-project
